date,open,high,low,close,volume
2026-03-20,3362.072,3426.609,3348.7,3352.103,22540163023
2026-03-19,3311.445,3361.215,3295.453,3309.103,19915356248
2026-03-18,3307.822,3350.556,3274.26,3346.365,19370269368
2026-03-17,3385.712,3390.021,3279.875,3280.059,20725685437
2026-03-16,3323.979,3360.354,3284.048,3357.022,20821772507
2026-03-13,3296.503,3342.854,3296.114,3310.278,22655297449
2026-03-12,3357.033,3358.771,3286.767,3317.522,22542505817
2026-03-11,3318.413,3388.103,3318.413,3349.529,23556722041
2026-03-10,3281.944,3308.747,3272.99,3306.141,23630427361
2026-03-09,3152.717,3220.015,3111.883,3208.582,25504546193
2026-03-06,3197.665,3248.898,3177.871,3229.302,22276622596
2026-03-05,3236.151,3264.796,3194.956,3216.939,24166948932
2026-03-04,3171.185,3217.111,3149.412,3164.371,21733186383
2026-03-03,3316.633,3331.264,3206.615,3209.482,28637119972
2026-03-02,3257.051,3319.908,3257.051,3294.161,27351491153
2026-02-27,3303.977,3326.585,3292.892,3310.305,24032083023
2026-02-26,3346.743,3351.573,3310.554,3344.982,25161974420
2026-02-25,3313.093,3363.182,3302.759,3354.819,23205479475
2026-02-24,3331.795,3343.244,3292.5,3308.265,22240405558
2026-02-13,3309.429,3323.369,3275.289,3275.958,20624958923
2026-02-12,3294.571,3334.354,3292.677,3328.063,22591739521
2026-02-11,3312.643,3324.182,3284.239,3284.735,22071512282
2026-02-10,3321.884,3348.483,3320.537,3320.537,24045837249
2026-02-09,3299.597,3340.329,3276.567,3332.77,23531193301
2026-02-06,3222.884,3288.032,3199.144,3236.464,20940122955
2026-02-05,3277.721,3288.375,3238.784,3260.278,20529520802
2026-02-04,3298.322,3318.898,3244.711,3311.515,23731292772
2026-02-03,3318.06,3332.477,3249.061,3324.892,23061644766
2026-02-02,3368.141,3390.299,3262.122,3264.111,23854360757
2026-01-30,3301.541,3369.245,3255.648,3346.355,26302631763
2026-01-29,3322.48,3356.485,3298.588,3304.51,29496322405
2026-01-28,3359.788,3361.14,3301.048,3323.562,25814224847
2026-01-27,3316.021,3366.683,3277.257,3342.599,26646005109
2026-01-26,3365.606,3367.992,3304.356,3319.149,31480672335
2026-01-23,3334.017,3349.503,3316.654,3349.503,29347937166
2026-01-22,3312.751,3337.272,3280.317,3328.647,23538932550
2026-01-21,3270.127,3329.502,3270.127,3295.523,23018590975
2026-01-20,3340.456,3347.944,3257.435,3277.979,26073148031
2026-01-19,3340.936,3383.789,3326.134,3337.608,25640521661
2026-01-16,3394.346,3407.862,3354.649,3361.017,29998155132
2026-01-15,3318.109,3372.474,3309.062,3367.917,30757654761
2026-01-14,3333.171,3403.954,3308.627,3349.138,43995841831
2026-01-13,3390.688,3416.837,3307.631,3321.889,41954770103
2026-01-12,3323.636,3398.05,3282.389,3388.341,40685183170
2026-01-09,3279.376,3330.012,3269.993,3327.813,33328063500
2026-01-08,3308.738,3328.955,3285.164,3302.307,28086491869
2026-01-07,3331.341,3351.216,3298.553,3329.693,27164105082
